date,mktrf,smb,hml,rf,umd
199201,-0.005900,0.084600,0.047000,0.00340,-0.025100
199202,0.010900,0.008700,0.064700,0.00280,-0.005800
199203,-0.026600,-0.010400,0.035500,0.00340,-0.003600
199204,0.010700,-0.060600,0.043200,0.00320,-0.025400
199205,0.003000,0.004100,0.011900,0.00280,0.001300
199206,-0.023400,-0.030700,0.032500,0.00320,-0.006100
199207,0.037700,-0.005100,-0.005500,0.00310,0.014400
199208,-0.023800,-0.001400,-0.010800,0.00260,-0.005100
199209,0.011900,0.004900,-0.002300,0.00260,0.014300
199210,0.010200,0.021000,-0.019800,0.00230,0.027100
199211,0.041300,0.037900,-0.014200,0.00230,-0.003400
199212,0.015300,0.016700,0.026500,0.00280,0.044400
199301,0.009300,0.018500,0.059500,0.00230,0.048300
199302,0.001200,-0.034900,0.064400,0.00220,0.031000
199303,0.023000,0.002300,0.011900,0.00250,0.037400
199304,-0.030500,-0.006800,0.024800,0.00240,0.003300
199305,0.028900,0.020800,-0.035000,0.00220,0.003000
199306,0.003100,-0.002600,0.027200,0.00250,0.045700
199307,-0.003400,0.009000,0.028200,0.00240,0.032500
199308,0.037100,0.001400,0.001400,0.00250,0.025800
199309,-0.001200,0.029800,-0.003500,0.00260,0.034100
199310,0.014100,0.020300,-0.027800,0.00220,-0.026700
199311,-0.018900,-0.011300,-0.006600,0.00250,-0.047100
199312,0.016500,0.012000,0.002700,0.00230,0.022800
199401,0.028700,0.005100,0.012800,0.00250,0.000200
199402,-0.025500,0.028000,-0.015600,0.00210,-0.002900
199403,-0.047800,-0.011400,0.015500,0.00270,-0.013300
199404,0.006800,-0.009200,0.016600,0.00270,0.004100
199405,0.005800,-0.021200,0.007000,0.00310,-0.021500
199406,-0.030300,-0.004000,0.016700,0.00310,-0.008200
199407,0.028200,-0.017600,0.005700,0.00280,0.001900
199408,0.040100,0.014300,-0.025000,0.00370,0.015600
199409,-0.023100,0.031100,-0.018400,0.00370,0.013300
199410,0.013400,-0.022600,-0.016300,0.00380,0.014300
199411,-0.040400,0.003100,-0.007300,0.00370,-0.002000
199412,0.008600,0.001900,-0.000900,0.00440,0.035000
199501,0.018000,-0.034400,0.025100,0.00420,-0.018200
199502,0.036300,-0.006600,0.010900,0.00400,-0.003600
199503,0.021900,-0.002100,-0.020800,0.00460,0.003800
199504,0.021100,-0.004900,0.017000,0.00440,0.018000
199505,0.029000,-0.025200,0.022700,0.00540,-0.004400
199506,0.027200,0.031500,-0.025400,0.00470,0.029000
199507,0.037200,0.020600,-0.015900,0.00450,0.025300
199508,0.005500,0.013600,0.028100,0.00470,0.000900
199509,0.033500,-0.022000,-0.000500,0.00430,0.027100
199510,-0.015200,-0.038000,-0.005100,0.00470,0.041100
199511,0.039600,-0.011100,0.005800,0.00420,-0.006500
199512,0.010300,0.007200,0.001800,0.00490,0.025400
199601,0.022600,-0.027300,0.004000,0.00430,0.005700
199602,0.013300,0.017800,-0.010700,0.00390,0.005700
199603,0.007300,0.015100,0.003600,0.00390,-0.018800
199604,0.020600,0.052200,-0.040500,0.00460,-0.009100
199605,0.023600,0.031800,-0.008900,0.00420,0.015500
199606,-0.011400,-0.039900,0.023800,0.00400,0.010100
199607,-0.059700,-0.043100,0.051400,0.00450,-0.001100
199608,0.027700,0.024600,-0.007400,0.00410,-0.000500
199609,0.050100,-0.009800,-0.027000,0.00440,0.027000
199610,0.008600,-0.044400,0.049400,0.00420,0.039100
199611,0.062500,-0.040500,0.013900,0.00410,-0.022300
199612,-0.017000,0.031700,0.013200,0.00460,0.006100
199701,0.049800,-0.019300,-0.014600,0.00450,0.019500
199702,-0.004900,-0.032000,0.056900,0.00390,-0.020500
199703,-0.050200,-0.003500,0.034000,0.00430,0.009600
199704,0.040400,-0.057800,0.000700,0.00430,0.049200
199705,0.067400,0.051900,-0.041200,0.00490,-0.051600
199706,0.041000,0.012400,0.015900,0.00370,0.026200
199707,0.073300,-0.027300,0.002900,0.00430,0.038100
199708,-0.041500,0.073100,0.012000,0.00410,-0.025500
199709,0.053500,0.025300,0.003800,0.00440,0.014500
199710,-0.038000,-0.007700,0.022500,0.00420,-0.003800
199711,0.029800,-0.051300,0.011900,0.00390,0.002900
199712,0.013200,-0.024700,0.038600,0.00480,0.039500
199801,0.001500,-0.010600,-0.015900,0.00430,0.001100
199802,0.070400,0.003400,-0.008500,0.00390,-0.011500
199803,0.047600,-0.011100,0.014100,0.00390,0.021500
199804,0.007300,0.000200,0.009000,0.00430,0.007800
199805,-0.030700,-0.033500,0.034000,0.00400,0.018800
199806,0.031800,-0.032300,-0.019600,0.00410,0.072600
199807,-0.024600,-0.049100,-0.017600,0.00400,0.036800
199808,-0.160800,-0.056800,0.036000,0.00430,0.018800
199809,0.061500,0.001000,-0.033700,0.00460,-0.007100
199810,0.071300,-0.031200,-0.022900,0.00320,-0.053600
199811,0.061000,0.012000,-0.032300,0.00310,0.011600
199812,0.061600,-0.005100,-0.041800,0.00380,0.089900
199901,0.035000,0.007800,-0.046200,0.00350,0.030400
199902,-0.040800,-0.060600,0.018800,0.00350,-0.001600
199903,0.034500,-0.037700,-0.027700,0.00430,-0.012900
199904,0.043300,0.039500,0.024100,0.00370,-0.090600
199905,-0.024600,0.033700,0.023000,0.00340,-0.052800
199906,0.047700,0.031400,-0.032600,0.00400,0.048800
199907,-0.034900,0.026000,-0.004200,0.00380,0.015100
199908,-0.013800,-0.009400,-0.018400,0.00390,0.029200
199909,-0.027900,0.034400,-0.034800,0.00390,0.064600
199910,0.061200,-0.066100,-0.033700,0.00390,0.054700
199911,0.033700,0.072200,-0.061600,0.00360,0.056200
199912,0.077200,0.069900,-0.083200,0.00440,0.131900
200001,-0.047400,0.057900,-0.018900,0.00410,0.018600
200002,0.024500,0.214800,-0.098100,0.00430,0.183600
200003,0.052000,-0.172900,0.082300,0.00470,-0.063900
200004,-0.064000,-0.066300,0.072500,0.00460,-0.085700
200005,-0.044200,-0.061100,0.048300,0.00500,-0.090800
200006,0.046400,0.128000,-0.084100,0.00400,0.165900
200007,-0.025100,-0.030800,0.083300,0.00480,-0.001100
200008,0.070300,-0.006300,-0.013700,0.00500,0.057000
200009,-0.054500,-0.017300,0.071700,0.00510,0.022000
200010,-0.027600,-0.039300,0.056400,0.00560,-0.046300
200011,-0.107200,-0.033900,0.123400,0.00510,-0.024000
200012,0.011900,0.007300,0.076000,0.00500,0.067000
200101,0.031300,0.066800,-0.051100,0.00540,-0.250500
200102,-0.100500,-0.007400,0.124800,0.00380,0.125100
200103,-0.072600,0.002700,0.064300,0.00420,0.083500
200104,0.079400,0.005600,-0.046900,0.00390,-0.079700
200105,0.007200,0.025000,0.033600,0.00320,0.021200
200106,-0.019400,0.062700,-0.011300,0.00280,0.003400
200107,-0.021300,-0.041900,0.052100,0.00300,0.054700
200108,-0.064600,0.024800,0.023000,0.00310,0.055400
200109,-0.092500,-0.062500,0.014600,0.00280,0.115400
200110,0.024600,0.074900,-0.076600,0.00220,-0.084100
200111,0.075400,-0.004700,0.022200,0.00170,-0.085800
200112,0.016000,0.047300,0.008500,0.00150,-0.000100
200201,-0.014400,0.011900,0.034400,0.00140,0.036800
200202,-0.022900,-0.010000,0.021600,0.00130,0.067700
200203,0.042400,0.042100,0.010600,0.00130,-0.016700
200204,-0.052000,0.059600,0.038800,0.00150,0.079500
200205,-0.013800,-0.032100,0.015300,0.00140,0.029700
200206,-0.072100,0.042800,-0.000300,0.00130,0.061500
200207,-0.081800,-0.052600,-0.038700,0.00150,0.033400
200208,0.005000,-0.028700,0.033100,0.00140,0.017600
200209,-0.103500,0.024300,0.014400,0.00140,0.090900
200210,0.078400,-0.034100,-0.039500,0.00140,-0.053100
200211,0.059600,0.032300,-0.012700,0.00120,-0.161900
200212,-0.057600,0.001100,0.021300,0.00110,0.096400
200301,-0.025700,0.013000,-0.007300,0.00100,0.016000
200302,-0.018800,-0.004600,-0.013800,0.00090,0.012500
200303,0.010900,0.010400,-0.019300,0.00100,0.016000
200304,0.082200,0.006700,0.011700,0.00100,-0.094900
200305,0.060500,0.047100,0.005300,0.00090,-0.108500
200306,0.014200,0.017400,0.001900,0.00100,-0.010900
200307,0.023500,0.051100,-0.011900,0.00070,-0.003100
200308,0.023400,0.026200,0.015400,0.00070,-0.005500
200309,-0.012400,0.008000,0.001000,0.00080,-0.001900
200310,0.060800,0.026300,0.019200,0.00070,0.037300
200311,0.013500,0.020000,0.018100,0.00070,0.016300
200312,0.042900,-0.027100,0.016000,0.00080,-0.056900
200401,0.021500,0.025400,0.024600,0.00070,0.025900
200402,0.014000,-0.015200,0.008700,0.00060,-0.010700
200403,-0.013200,0.017500,0.002300,0.00090,0.002200
200404,-0.018300,-0.017400,-0.030200,0.00080,-0.053700
200405,0.011700,-0.002500,-0.002300,0.00060,0.015900
200406,0.018600,0.022800,0.012300,0.00080,0.020900
200407,-0.040600,-0.038000,0.032200,0.00100,-0.022800
200408,0.000800,-0.014900,0.010000,0.00110,-0.015800
200409,0.016000,0.030200,-0.000200,0.00110,0.052500
200410,0.014300,0.001500,-0.002500,0.00110,-0.015200
200411,0.045400,0.037300,0.014500,0.00150,0.032300
200412,0.034300,-0.000300,-0.002100,0.00160,-0.028300
200501,-0.027600,-0.017200,0.020700,0.00160,0.031900
200502,0.018900,-0.005700,0.015400,0.00160,0.031800
200503,-0.019700,-0.014000,0.020500,0.00210,0.005500
200504,-0.026100,-0.039300,0.000500,0.00210,-0.008500
200505,0.036500,0.028800,-0.005900,0.00240,0.004300
200506,0.005700,0.025900,0.028100,0.00230,0.020600
200507,0.039200,0.029000,-0.007800,0.00240,-0.000300
200508,-0.012200,-0.009800,0.013400,0.00300,0.022700
200509,0.004900,-0.006700,0.006900,0.00290,0.034500
200510,-0.020200,-0.012300,0.004100,0.00270,-0.013000
200511,0.036100,0.009900,-0.012000,0.00310,0.002700
200512,-0.002500,-0.004100,0.002200,0.00320,0.007600
200601,0.030400,0.054200,0.010900,0.00350,0.026800
200602,-0.003000,-0.004000,-0.003700,0.00340,-0.018400
200603,0.014600,0.034500,0.005500,0.00370,0.012600
200604,0.007300,-0.014300,0.023400,0.00360,0.006100
200605,-0.035700,-0.029800,0.023900,0.00430,-0.036500
200606,-0.003500,-0.003800,0.008000,0.00400,0.014700
200607,-0.007800,-0.039900,0.026200,0.00400,-0.022200
200608,0.020300,0.010100,-0.020400,0.00420,-0.034600
200609,0.018400,-0.013400,0.000600,0.00410,-0.009500
200610,0.032300,0.017200,-0.002600,0.00410,-0.002400
200611,0.017100,0.007200,0.001100,0.00420,-0.010100
200612,0.008700,-0.011300,0.027100,0.00400,0.008400
200701,0.014000,0.001400,-0.007000,0.00440,0.001800
200702,-0.019600,0.011800,-0.001200,0.00380,-0.013600
200703,0.006800,0.001500,-0.009400,0.00430,0.025000
200704,0.034900,-0.021700,-0.014300,0.00440,-0.001500
200705,0.032400,0.002300,-0.006200,0.00410,-0.002700
200706,-0.019600,0.007600,-0.010700,0.00400,0.003900
200707,-0.037300,-0.026100,-0.037300,0.00400,0.028100
200708,0.009200,-0.001400,-0.018900,0.00420,0.001000
200709,0.032200,-0.022200,-0.022300,0.00320,0.045700
200710,0.018000,0.001200,-0.031100,0.00320,0.048800
200711,-0.048300,-0.029300,-0.009400,0.00340,0.009000
200712,-0.008700,0.001600,-0.005200,0.00270,0.065400
200801,-0.063600,-0.009800,0.040100,0.00210,-0.078800
200802,-0.030900,-0.004100,-0.008400,0.00130,0.061100
200803,-0.009300,0.007700,0.003500,0.00170,0.041000
200804,0.046000,-0.017200,-0.010900,0.00180,-0.003300
200805,0.018600,0.029500,-0.015300,0.00180,0.032100
200806,-0.084400,0.012400,-0.027000,0.00170,0.125400
200807,-0.007700,0.025600,0.052700,0.00150,-0.051300
200808,0.015300,0.035000,0.014800,0.00130,-0.040300
200809,-0.092400,-0.012400,0.059000,0.00150,0.003600
200810,-0.172300,-0.025200,-0.022200,0.00080,0.077900
200811,-0.078600,-0.028700,-0.063000,0.00030,0.071700
200812,0.017400,0.034900,0.000700,0.00000,-0.050700
200901,-0.081200,0.001800,-0.111100,0.00000,-0.018200
200902,-0.101000,0.001300,-0.069100,0.00010,0.040300
200903,0.089500,0.000000,0.033400,0.00020,-0.116100
200904,0.101800,0.052800,0.052600,0.00010,-0.343900
200905,0.052100,-0.025200,0.003700,0.00000,-0.124700
200906,0.004300,0.026600,-0.027200,0.00010,0.053000
200907,0.077200,0.018700,0.048400,0.00010,-0.053700
200908,0.033300,-0.010800,0.076300,0.00010,-0.088200
200909,0.040800,0.024300,0.010400,0.00010,-0.049500
200910,-0.025900,-0.043400,-0.042000,0.00000,0.026600
200911,0.055600,-0.023900,-0.003300,0.00000,0.003300
200912,0.027500,0.060400,-0.001700,0.00010,0.029100
201001,-0.033600,0.004000,0.004300,0.00000,-0.053600
201002,0.034000,0.011900,0.032200,0.00000,0.036300
201003,0.063100,0.014800,0.022100,0.00010,0.037100
201004,0.020000,0.048700,0.028900,0.00010,0.032100
201005,-0.078900,0.000900,-0.024400,0.00010,-0.001700
201006,-0.055700,-0.018100,-0.047000,0.00010,-0.029900
201007,0.069300,0.002400,-0.003000,0.00010,0.019000
201008,-0.047700,-0.029500,-0.019600,0.00010,-0.001800
201009,0.095400,0.039600,-0.031700,0.00010,0.013500
201010,0.038800,0.012100,-0.024900,0.00010,0.016600
201011,0.006000,0.037700,-0.008800,0.00010,0.025400
201012,0.068200,0.006700,0.037800,0.00010,-0.031800
201101,0.019900,-0.024400,0.007700,0.00010,-0.002900
201102,0.034900,0.014700,0.012400,0.00010,0.020800
201103,0.004600,0.025600,-0.018800,0.00010,0.035200
201104,0.029000,-0.003200,-0.024800,0.00000,0.000600
201105,-0.012700,-0.006500,-0.020000,0.00000,-0.005700
201106,-0.017500,-0.001400,-0.003800,0.00000,0.017700
201107,-0.023500,-0.012900,-0.009100,0.00000,-0.000100
201108,-0.059900,-0.030700,-0.024000,0.00010,-0.003400
201109,-0.075900,-0.033300,-0.017600,0.00000,-0.025200
201110,0.113500,0.033000,0.001200,0.00000,-0.014400
201111,-0.002800,-0.001700,-0.004600,0.00000,0.040100
201112,0.007400,-0.006000,0.016100,0.00000,0.019800
201201,0.050500,0.020600,-0.009400,0.00000,-0.079400
201202,0.044200,-0.018600,0.004300,0.00000,-0.002800
201203,0.031100,-0.006600,0.011200,0.00000,0.015100
201204,-0.008500,-0.004100,-0.007700,0.00000,0.038300
201205,-0.061900,0.000900,-0.010600,0.00010,0.066300
201206,0.038900,0.006400,0.005900,0.00000,-0.007600
201207,0.007900,-0.027200,-0.001200,0.00000,0.031000
201208,0.025500,0.004800,0.013000,0.00010,-0.024700
201209,0.027300,0.005400,0.015800,0.00010,-0.010600
201210,-0.017600,-0.011700,0.035600,0.00010,0.000800
201211,0.007800,0.006100,-0.008300,0.00010,0.004000
201212,0.011800,0.015200,0.035300,0.00010,-0.029500
201301,0.055700,0.003100,0.009500,0.00000,-0.019000
201302,0.012900,-0.003300,0.001000,0.00000,0.013100
201303,0.040300,0.008300,-0.002300,0.00000,0.019600
201304,0.015500,-0.023600,0.005000,0.00000,0.002700
201305,0.028000,0.017200,0.026700,0.00000,-0.017400
201306,-0.012000,0.013200,0.000500,0.00000,0.005800
201307,0.056500,0.018700,0.005700,0.00000,0.017800
201308,-0.027100,0.002600,-0.026800,0.00000,0.000200
201309,0.037700,0.029000,-0.012300,0.00000,0.029600
201310,0.041800,-0.015600,0.012600,0.00000,0.001700
201311,0.031300,0.012900,0.002800,0.00000,0.004400
201312,0.028100,-0.004600,-0.000100,0.00000,0.000700
201401,-0.033200,0.009200,-0.020200,0.00000,0.017400
201402,0.046500,0.003700,-0.003100,0.00000,0.020500
201403,0.004300,-0.018700,0.049200,0.00000,-0.033800
201404,-0.001900,-0.042000,0.011400,0.00000,-0.037700
201405,0.020600,-0.018900,-0.001300,0.00000,0.012100
201406,0.026100,0.030900,-0.006900,0.00000,0.007400
201407,-0.020400,-0.042800,0.000200,0.00000,-0.002400
201408,0.042400,0.003900,-0.004400,0.00000,0.007900
201409,-0.019700,-0.037200,-0.013500,0.00000,0.004400
201410,0.025200,0.042200,-0.018300,0.00000,-0.000400
201411,0.025500,-0.020500,-0.030900,0.00000,0.010600
201412,-0.000600,0.025000,0.022700,0.00000,0.010900
201501,-0.031100,-0.005400,-0.036100,0.00000,0.038100
201502,0.061400,0.006100,-0.018700,0.00000,-0.028300
201503,-0.011200,0.030700,-0.004100,0.00000,0.030000
201504,0.005900,-0.030400,0.018300,0.00000,-0.073200
201505,0.013600,0.009200,-0.011300,0.00000,0.060300
201506,-0.015300,0.029000,-0.007800,0.00000,0.030700
201507,0.015400,-0.042000,-0.040700,0.00000,0.102900
201508,-0.060400,0.003600,0.028000,0.00000,-0.020900
201509,-0.030700,-0.026300,0.005800,0.00000,0.053500
201510,0.077500,-0.018600,-0.004500,0.00000,-0.040300
201511,0.005600,0.036000,-0.003900,0.00000,0.022100
201512,-0.021700,-0.028100,-0.025900,0.00010,0.034100
201601,-0.057700,-0.033900,0.020700,0.00010,0.013400
201602,-0.000800,0.008100,-0.005800,0.00020,-0.040600
201603,0.069600,0.007500,0.011000,0.00020,-0.051300
201604,0.009200,0.006800,0.031900,0.00010,-0.062600
201605,0.017800,-0.001900,-0.016500,0.00010,0.021400
201606,-0.000500,0.005800,-0.014500,0.00020,0.041100
201607,0.039500,0.025100,-0.012900,0.00020,-0.030800
201608,0.005000,0.011700,0.031100,0.00020,-0.031700
201609,0.002500,0.021300,-0.012100,0.00020,-0.005300
201610,-0.020200,-0.044100,0.041200,0.00020,0.006900
201611,0.048600,0.056700,0.082100,0.00010,-0.040700
201612,0.018200,0.000900,0.036000,0.00030,-0.003800
201701,0.019400,-0.011300,-0.027400,0.00040,-0.009800
201702,0.035700,-0.020400,-0.016700,0.00040,-0.016300
201703,0.001700,0.011300,-0.033300,0.00030,-0.009200
201704,0.010900,0.007200,-0.021300,0.00050,0.004400
201705,0.010600,-0.025200,-0.037500,0.00060,0.014600
201706,0.007800,0.022300,0.014900,0.00060,-0.003200
201707,0.018700,-0.014600,-0.002200,0.00070,0.016600
201708,0.001600,-0.016500,-0.020700,0.00090,0.035500
201709,0.025100,0.044500,0.030900,0.00090,-0.011800
201710,0.022500,-0.019300,0.002200,0.00090,0.043000
201711,0.031200,-0.005600,-0.000500,0.00080,-0.007100
201712,0.010600,-0.013200,0.000300,0.00090,-0.016300
201801,0.055800,-0.031800,-0.013600,0.00110,0.039400
201802,-0.036500,0.002600,-0.010300,0.00110,0.039700
201803,-0.023500,0.040600,-0.002300,0.00120,-0.012800
201804,0.002900,0.011000,0.004800,0.00140,0.002700
201805,0.026500,0.053100,-0.031300,0.00140,0.038000
201806,0.004800,0.011300,-0.023300,0.00140,-0.023800
201807,0.031900,-0.022500,0.004500,0.00160,-0.016700
201808,0.034400,0.011400,-0.039800,0.00160,0.052200
201809,0.000600,-0.023000,-0.017000,0.00150,-0.000600
201810,-0.076800,-0.048200,0.034300,0.00190,-0.018400
201811,0.016900,-0.006800,0.002600,0.00180,-0.013300
201812,-0.095500,-0.024200,-0.019000,0.00190,0.018500
201901,0.084100,0.029000,-0.004400,0.00210,-0.086500
201902,0.034000,0.020400,-0.026800,0.00180,0.008600
201903,0.011000,-0.029800,-0.040500,0.00190,0.021400
201904,0.039600,-0.017400,0.021700,0.00210,-0.025500
201905,-0.069400,-0.013400,-0.023700,0.00210,0.076000
201906,0.069300,0.002500,-0.007100,0.00180,-0.021400
201907,0.011900,-0.019400,0.004200,0.00190,0.027200
201908,-0.025800,-0.023200,-0.049500,0.00160,0.076400
201909,0.014300,-0.009700,0.068300,0.00180,-0.068500
201910,0.020600,0.002800,-0.019300,0.00150,0.002900
201911,0.038700,0.008000,-0.020200,0.00120,-0.026000
201912,0.027700,0.007200,0.017900,0.00140,-0.022700
202001,-0.001100,-0.031300,-0.062400,0.00130,0.054300
202002,-0.081300,0.010300,-0.037900,0.00120,-0.002300
202003,-0.133800,-0.048900,-0.140200,0.00120,0.085400
202004,0.136500,0.024700,-0.011800,0.00000,-0.054900
202005,0.055800,0.024500,-0.048000,0.00010,0.006700
202006,0.024600,0.026900,-0.020400,0.00010,-0.007500
202007,0.057700,-0.022800,-0.015300,0.00010,0.076100
202008,0.076300,-0.002600,-0.029200,0.00010,0.005100
202009,-0.036300,0.000200,-0.026200,0.00010,0.030500
202010,-0.021000,0.044100,0.041600,0.00010,-0.030300
202011,0.124700,0.056500,0.021300,0.00010,-0.122500
202012,0.046300,0.048200,-0.014300,0.00010,-0.024200
